Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8688	8686	8686	8686
Total length (>= 1000 bp)	8688	8686	8686	8686
Total length (>= 5000 bp)	8688	8686	8686	8686
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8688	8686	8686	8686
Total length	8688	8686	8686	8686
Reference length	8716	8716	8716	8716
GC (%)	40.41	40.42	40.58	40.35
Reference GC (%)	40.41	40.41	40.41	40.41
N50	8688	8686	8686	8686
NG50	8688	8686	8686	8686
N90	8688	8686	8686	8686
NG90	8688	8686	8686	8686
auN	8688.0	8686.0	8686.0	8686.0
auNG	8660.1	8656.1	8656.1	8656.1
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	16760	16759	16620	16759
# left	9500	9500	9500	9500
# right	9500	9500	9500	9500
Mapped (%)	106.93	106.96	99.13	106.95
Reference mapped (%)	106.96	106.96	106.96	106.96
Properly paired (%)	102.28	102.33	88.33	102.33
Reference properly paired (%)	102.33	102.33	102.33	102.33
Avg. coverage depth	513	513	467	513
Reference avg. coverage depth	513	513	513	513
Coverage >= 1x (%)	99.95	100.0	96.04	100.0
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	2	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	99.965	100.000	96.039	100.000
Duplication ratio	1.000	1.000	1.000	1.000
# N's per 100 kbp	0.00	0.00	5940.59	0.00
# mismatches per 100 kbp	0.00	80.59	383.60	218.74
# indels per 100 kbp	92.12	80.59	83.91	80.59
Largest alignment	8684	8686	8342	8686
Total aligned length	8684	8686	8342	8686
NA50	8684	8686	8342	8686
NGA50	8684	8686	8342	8686
NA90	8684	8686	8342	8686
NGA90	8684	8686	8342	8686
auNA	8680.0	8686.0	8011.6	8686.0
auNGA	8652.1	8656.1	7984.0	8656.1
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	1	1
LGA90	1	1	1	1
