Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8583	8574	8165	8596
Total length (>= 1000 bp)	8583	8574	8165	8596
Total length (>= 5000 bp)	8583	8574	8165	8596
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8583	8574	8165	8596
Total length	8583	8574	8165	8596
Reference length	8610	8610	8610	8610
GC (%)	40.35	40.32	39.23	40.73
Reference GC (%)	40.37	40.37	40.37	40.37
N50	8583	8574	8165	8596
NG50	8583	8574	8165	8596
N90	8583	8574	8165	8596
NG90	8583	8574	8165	8596
auN	8583.0	8574.0	8165.0	8596.0
auNG	8556.1	8538.2	7743.0	8582.0
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	15623	15611	15324	15388
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
Mapped (%)	111.24	110.75	73.55	101.88
Reference mapped (%)	111.2	111.2	111.2	111.2
Properly paired (%)	109.83	108.76	49.57	91.62
Reference properly paired (%)	109.78	109.78	109.78	109.78
Avg. coverage depth	504	501	334	448
Reference avg. coverage depth	504	504	504	504
Coverage >= 1x (%)	100.0	99.86	78.11	99.14
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	6	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	98.917	75.276	98.452
Duplication ratio	0.999	0.998	1.000	1.001
# N's per 100 kbp	0.00	0.00	22731.17	0.00
# mismatches per 100 kbp	46.60	165.07	525.58	2185.99
# indels per 100 kbp	81.56	47.16	30.92	602.62
Largest alignment	8583	8481	6469	8463
Total aligned length	8583	8481	6469	8463
NA50	8583	8481	6469	8463
NGA50	8583	8481	6469	8463
NA90	8583	8481	-	8463
NGA90	8583	8481	-	8463
auNA	8583.0	8389.0	5125.3	8332.1
auNGA	8556.1	8353.9	4860.4	8318.5
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	-	1
LGA90	1	1	-	1
