Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8603	8605	8611	8632
Total length (>= 1000 bp)	8603	8605	8611	8632
Total length (>= 5000 bp)	8603	8605	8611	8632
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8603	8605	8611	8632
Total length	8603	8605	8611	8632
Reference length	8638	8638	8638	8638
GC (%)	40.33	40.28	40.21	40.38
Reference GC (%)	40.33	40.33	40.33	40.33
N50	8603	8605	8611	8632
NG50	8603	8605	8611	8632
N90	8603	8605	8611	8632
NG90	8603	8605	8611	8632
auN	8603.0	8605.0	8611.0	8632.0
auNG	8568.1	8572.1	8584.1	8626.0
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	98495	98508	98615	98843
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
Mapped (%)	353.68	353.63	352.86	352.44
Reference mapped (%)	352.4	352.4	352.4	352.4
Properly paired (%)	352.01	351.95	350.81	350.77
Reference properly paired (%)	350.72	350.72	350.72	350.72
Avg. coverage depth	10084	10084	10056	10077
Reference avg. coverage depth	10076	10076	10076	10076
Coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	100.000	99.930	100.000
Duplication ratio	1.000	1.000	1.001	1.003
# N's per 100 kbp	0.00	0.00	545.81	0.00
# mismatches per 100 kbp	11.62	151.07	2393.96	81.09
# indels per 100 kbp	116.24	104.59	81.35	23.17
Largest alignment	8603	8605	8605	8632
Total aligned length	8603	8605	8605	8632
NA50	8603	8605	8605	8632
NGA50	8603	8605	8605	8632
NA90	8603	8605	8605	8632
NGA90	8603	8605	8605	8632
auNA	8603.0	8605.0	8599.0	8632.0
auNGA	8568.1	8572.1	8572.1	8626.0
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	1	1
LGA90	1	1	1	1
