Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8612	8574	8595	8598
Total length (>= 1000 bp)	8612	8574	8595	8598
Total length (>= 5000 bp)	8612	8574	8595	8598
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8612	8574	8595	8598
Total length	8612	8574	8595	8598
Reference length	8625	8625	8625	8625
GC (%)	40.44	40.41	40.31	40.82
Reference GC (%)	40.42	40.42	40.42	40.42
N50	8612	8574	8595	8598
NG50	8612	8574	8595	8598
N90	8612	8574	8595	8598
NG90	8612	8574	8595	8598
auN	8612.0	8574.0	8595.0	8598.0
auNG	8599.0	8523.3	8565.1	8571.1
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	15714	15702	15579	15478
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
Mapped (%)	110.45	110.06	107.53	100.81
Reference mapped (%)	110.49	110.49	110.49	110.49
Properly paired (%)	108.9	108.02	102.09	90.21
Reference properly paired (%)	109.07	109.07	109.07	109.07
Avg. coverage depth	502	500	484	446
Reference avg. coverage depth	503	503	503	503
Coverage >= 1x (%)	99.9	99.86	98.07	99.57
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	1	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	99.930	98.883	98.068	98.010
Duplication ratio	1.002	0.998	1.000	1.001
# N's per 100 kbp	0.00	0.00	2187.32	0.00
# mismatches per 100 kbp	34.87	94.36	355.91	2041.06
# indels per 100 kbp	151.11	106.16	94.91	605.20
Largest alignment	8603	8478	8429	8427
Total aligned length	8603	8478	8429	8427
NA50	8603	8478	8429	8427
NGA50	8603	8478	8429	8427
NA90	8603	8478	8429	8427
NGA90	8603	8478	8429	8427
auNA	8594.0	8383.1	8266.2	8259.4
auNGA	8581.1	8333.5	8237.5	8233.5
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	1	1
LGA90	1	1	1	1
