Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8606	8606	8606	8609
Total length (>= 1000 bp)	8606	8606	8606	8609
Total length (>= 5000 bp)	8606	8606	8606	8609
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8606	8606	8606	8609
Total length	8606	8606	8606	8609
Reference length	8630	8630	8630	8630
GC (%)	40.55	40.58	40.45	40.56
Reference GC (%)	40.56	40.56	40.56	40.56
N50	8606	8606	8606	8609
NG50	8606	8606	8606	8609
N75	8606	8606	8606	8609
NG75	8606	8606	8606	8609
L50	1	1	1	1
LG50	1	1	1	1
L75	1	1	1	1
LG75	1	1	1	1
# total reads	350000	350000	350000	350000
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
Mapped (%)	99.54	99.54	99.53	99.53
Reference mapped (%)	99.51	99.51	99.51	99.51
Properly paired (%)	99.07	99.07	99.06	99.07
Reference properly paired (%)	99.02	99.02	99.02	99.02
Avg. coverage depth	10098	10098	10098	10098
Reference avg. coverage depth	10083	10083	10083	10083
Coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	99.954	99.954	99.954
Duplication ratio	1.000	1.000	1.000	1.001
# N's per 100 kbp	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	11.62	69.75	232.50	93.00
# indels per 100 kbp	58.10	58.13	58.13	46.50
Largest alignment	8606	8602	8602	8605
Total aligned length	8606	8602	8602	8605
NA50	8606	8602	8602	8605
NGA50	8606	8602	8602	8605
NA75	8606	8602	8602	8605
NGA75	8606	8602	8602	8605
LA50	1	1	1	1
LGA50	1	1	1	1
LA75	1	1	1	1
LGA75	1	1	1	1
