Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8526	8571	8595	8628
Total length (>= 1000 bp)	8526	8571	8595	8628
Total length (>= 5000 bp)	8526	8571	8595	8628
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8526	8571	8595	8628
Total length	8526	8571	8595	8628
Reference length	8646	8646	8646	8646
GC (%)	40.29	40.31	40.41	40.75
Reference GC (%)	40.40	40.40	40.40	40.40
N50	8526	8571	8595	8628
NG50	8526	8571	8595	8628
N90	8526	8571	8595	8628
NG90	8526	8571	8595	8628
auN	8526.0	8571.0	8595.0	8628.0
auNG	8407.7	8496.7	8544.3	8610.0
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	97293	94106	93312	102584
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
Mapped (%)	347.42	365.18	370.18	320.95
Reference mapped (%)	368.0	368.0	368.0	368.0
Properly paired (%)	335.11	358.44	365.26	304.68
Reference properly paired (%)	362.99	362.99	362.99	362.99
Avg. coverage depth	9862	9962	10023	9450
Reference avg. coverage depth	10001	10001	10001	10001
Coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	99.453	100.000	98.289
Duplication ratio	0.992	0.997	1.000	1.004
# N's per 100 kbp	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	11.73	70.39	302.50	1002.24
# indels per 100 kbp	164.20	187.71	162.89	436.27
Largest alignment	8526	8524	8595	8481
Total aligned length	8526	8524	8595	8481
NA50	8526	8524	8595	8481
NGA50	8526	8524	8595	8481
NA90	8526	8524	8595	8481
NGA90	8526	8524	8595	8481
auNA	8526.0	8477.3	8595.0	8336.5
auNGA	8407.7	8403.7	8544.3	8319.1
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	1	1
LGA90	1	1	1	1
