Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8720	8720	8720	8720
Total length (>= 1000 bp)	8720	8720	8720	8720
Total length (>= 5000 bp)	8720	8720	8720	8720
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8720	8720	8720	8720
Total length	8720	8720	8720	8720
Reference length	8710	8710	8710	8710
GC (%)	40.76	40.76	40.76	40.76
Reference GC (%)	40.72	40.72	40.72	40.72
N50	8720	8720	8720	8720
NG50	8720	8720	8720	8720
N90	8720	8720	8720	8720
NG90	8720	8720	8720	8720
auN	8720.0	8720.0	8720.0	8720.0
auNG	8730.0	8730.0	8730.0	8730.0
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	16596	16596	16596	16596
# left	9500	9500	9500	9500
# right	9500	9500	9500	9500
Mapped (%)	108.45	108.45	108.45	108.45
Reference mapped (%)	108.21	108.21	108.21	108.21
Properly paired (%)	104.17	104.17	104.17	104.17
Reference properly paired (%)	103.7	103.7	103.7	103.7
Avg. coverage depth	514	514	514	514
Reference avg. coverage depth	514	514	514	514
Coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 1x (%)	99.92	99.92	99.92	99.92
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	99.896	99.896	99.896	99.896
Duplication ratio	1.000	1.000	1.000	1.000
# N's per 100 kbp	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	0.00	0.00	0.00	0.00
# indels per 100 kbp	11.51	11.51	11.51	11.51
Largest alignment	8686	8686	8686	8686
Total aligned length	8686	8686	8686	8686
NA50	8686	8686	8686	8686
NGA50	8686	8686	8686	8686
NA90	8686	8686	8686	8686
NGA90	8686	8686	8686	8686
auNA	8652.1	8652.1	8652.1	8652.1
auNGA	8662.1	8662.1	8662.1	8662.1
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	1	1
LGA90	1	1	1	1
