Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8595	8574	8595	8602
Total length (>= 1000 bp)	8595	8574	8595	8602
Total length (>= 5000 bp)	8595	8574	8595	8602
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8595	8574	8595	8602
Total length	8595	8574	8595	8602
Reference length	8628	8628	8628	8628
GC (%)	40.17	40.13	40.07	40.61
Reference GC (%)	40.17	40.17	40.17	40.17
N50	8595	8574	8595	8602
NG50	8595	8574	8595	8602
N90	8595	8574	8595	8602
NG90	8595	8574	8595	8602
auN	8595.0	8574.0	8595.0	8602.0
auNG	8562.1	8520.3	8562.1	8576.1
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	15441	15432	15441	15259
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
Mapped (%)	112.51	112.07	112.51	102.41
Reference mapped (%)	112.5	112.5	112.5	112.5
Properly paired (%)	111.04	110.08	111.04	91.45
Reference properly paired (%)	111.03	111.03	111.03	111.03
Avg. coverage depth	504	501	504	447
Reference avg. coverage depth	503	503	503	503
Coverage >= 1x (%)	100.0	100.0	100.0	99.09
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	100.000	100.000	98.010
Duplication ratio	1.000	0.998	1.000	1.001
# N's per 100 kbp	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	0.00	69.98	186.15	2134.98
# indels per 100 kbp	104.71	139.96	104.71	676.08
Largest alignment	8595	8574	8595	8431
Total aligned length	8595	8574	8595	8431
NA50	8595	8574	8595	8431
NGA50	8595	8574	8595	8431
NA90	8595	8574	8595	8431
NGA90	8595	8574	8595	8431
auNA	8595.0	8574.0	8595.0	8263.4
auNGA	8562.1	8520.3	8562.1	8238.5
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	1	1
LGA90	1	1	1	1
