Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8601	8600	8595	8631
Total length (>= 1000 bp)	8601	8600	8595	8631
Total length (>= 5000 bp)	8601	8600	8595	8631
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8601	8600	8595	8631
Total length	8601	8600	8595	8631
Reference length	8625	8625	8625	8625
GC (%)	40.23	40.24	40.23	40.64
Reference GC (%)	40.29	40.29	40.29	40.29
N50	8601	8600	8595	8631
NG50	8601	8600	8595	8631
N75	8601	8600	8595	8631
NG75	8601	8600	8595	8631
L50	1	1	1	1
LG50	1	1	1	1
L75	1	1	1	1
LG75	1	1	1	1
# total reads	350000	350000	350000	350000
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
Mapped (%)	98.71	98.62	94.99	90.82
Reference mapped (%)	98.71	98.71	98.71	98.71
Properly paired (%)	97.41	97.23	90.03	83.31
Reference properly paired (%)	97.41	97.41	97.41	97.41
Avg. coverage depth	10015	10007	9584	9093
Reference avg. coverage depth	10010	10010	10010	10010
Coverage >= 1x (%)	100.0	100.0	97.84	99.36
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	1	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	99.314	97.836	97.987
Duplication ratio	1.001	1.007	1.022	1.025
# N's per 100 kbp	0.00	0.00	4525.89	0.00
# mismatches per 100 kbp	221.06	316.31	963.25	1887.91
# indels per 100 kbp	93.08	93.72	107.03	427.45
Largest alignment	8601	8542	8409	8460
Total aligned length	8601	8542	8409	8460
NA50	8601	8542	8409	8460
NGA50	8601	8542	8409	8460
NA75	8601	8542	8409	8460
NGA75	8601	8542	8409	8460
LA50	1	1	1	1
LGA50	1	1	1	1
LA75	1	1	1	1
LGA75	1	1	1	1
