Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8666	8686	8262	8683
Total length (>= 1000 bp)	8666	8686	8262	8683
Total length (>= 5000 bp)	8666	8686	8262	8683
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8666	8686	8262	8683
Total length	8666	8686	8262	8683
Reference length	8701	8701	8701	8701
GC (%)	40.60	40.59	40.08	40.55
Reference GC (%)	40.60	40.60	40.60	40.60
N50	8666	8686	8262	8683
NG50	8666	8686	8262	8683
N90	8666	8686	8262	8683
NG90	8666	8686	8262	8683
auN	8666.0	8686.0	8262.0	8683.0
auNG	8631.1	8671.0	7845.1	8665.0
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	16728	16751	16437	16746
# left	9500	9500	9500	9500
# right	9500	9500	9500	9500
Mapped (%)	105.8	106.55	78.58	106.63
Reference mapped (%)	106.54	106.54	106.54	106.54
Properly paired (%)	100.2	101.87	55.1	101.89
Reference properly paired (%)	101.85	101.85	101.85	101.85
Avg. coverage depth	507	511	382	512
Reference avg. coverage depth	511	511	511	511
Coverage >= 1x (%)	99.95	100.0	82.39	100.0
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	4	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	99.965	99.942	79.498	100.000
Duplication ratio	0.998	1.000	1.000	1.000
# N's per 100 kbp	0.00	0.00	18167.51	0.00
# mismatches per 100 kbp	80.81	207.35	1288.92	932.86
# indels per 100 kbp	92.36	46.08	43.45	57.58
Largest alignment	8662	8681	6905	8683
Total aligned length	8662	8681	6905	8683
NA50	8662	8681	6905	8683
NGA50	8662	8681	6905	8683
NA90	8662	8681	-	8683
NGA90	8662	8681	-	8683
auNA	8658.0	8676.0	5770.9	8683.0
auNGA	8623.2	8661.0	5479.7	8665.0
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	-	1
LGA90	1	1	-	1
