Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8624	8624	8275	8641
Total length (>= 1000 bp)	8624	8624	8275	8641
Total length (>= 5000 bp)	8624	8624	8275	8641
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8624	8624	8275	8641
Total length	8624	8624	8275	8641
Reference length	8645	8645	8645	8645
GC (%)	40.24	40.26	40.41	40.55
Reference GC (%)	40.23	40.23	40.23	40.23
N50	8624	8624	8275	8641
NG50	8624	8624	8275	8641
N90	8624	8624	8275	8641
NG90	8624	8624	8275	8641
auN	8624.0	8624.0	8275.0	8641.0
auNG	8603.1	8603.1	7920.8	8637.0
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	99388	99452	110701	108019
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
Mapped (%)	350.39	350.09	290.68	307.04
Reference mapped (%)	349.35	349.35	349.35	349.35
Properly paired (%)	348.62	348.25	265.19	292.72
Reference properly paired (%)	347.58	347.58	347.58	347.58
Avg. coverage depth	10068	10066	9640	9466
Reference avg. coverage depth	10065	10065	10065	10065
Coverage >= 1x (%)	100.0	100.0	97.1	99.27
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	2	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	100.000	93.123	98.655
Duplication ratio	1.000	1.000	1.000	1.002
# N's per 100 kbp	0.00	0.00	2924.47	0.00
# mismatches per 100 kbp	23.19	487.01	1879.51	1489.74
# indels per 100 kbp	69.57	69.57	62.24	516.13
Largest alignment	8624	8624	8034	8525
Total aligned length	8624	8624	8034	8525
NA50	8624	8624	8034	8525
NGA50	8624	8624	8034	8525
NA90	8624	8624	8034	8525
NGA90	8624	8624	8034	8525
auNA	8624.0	8624.0	7800.0	8410.6
auNGA	8603.1	8603.1	7466.2	8406.7
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	1	1
LGA90	1	1	1	1
