Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8671	8638	5223	8624
Total length (>= 1000 bp)	8671	8638	5223	8624
Total length (>= 5000 bp)	8671	8638	5223	8624
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8671	8638	5223	8624
Total length	8671	8638	5223	8624
Reference length	8707	8707	8707	8707
GC (%)	40.35	41.11	39.65	41.33
Reference GC (%)	40.36	40.36	40.36	40.36
N50	8671	8638	5223	8624
NG50	8671	8638	5223	8624
N90	8671	8638	5223	8624
NG90	8671	8638	-	8624
auN	8671.0	8638.0	5223.0	8624.0
auNG	8635.1	8569.5	3133.1	8541.8
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	-	1
# total reads	118848	225964	273554	333118
# left	190000	190000	190000	190000
# right	190000	190000	190000	190000
Mapped (%)	300.88	85.89	44.65	16.89
Reference mapped (%)	299.73	299.73	299.73	299.73
Properly paired (%)	287.14	64.8	18.1	6.63
Reference properly paired (%)	286.33	286.33	286.33	286.33
Avg. coverage depth	10271	5491	5672	1538
Reference avg. coverage depth	10257	10257	10257	10257
Coverage >= 1x (%)	100.0	60.33	64.08	56.9
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	6	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	4	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	1
# unaligned contigs	0 + 0 part	0 + 1 part	0 + 0 part	0 + 1 part
Unaligned length	0	3137	0	7682
Genome fraction (%)	100.000	63.401	40.392	10.847
Duplication ratio	1.000	1.000	1.002	1.001
# N's per 100 kbp	0.00	0.00	33563.09	0.00
# mismatches per 100 kbp	11.53	36.36	1310.17	1804.67
# indels per 100 kbp	103.79	72.71	28.48	424.63
Largest alignment	8671	5501	3511	733
Total aligned length	8671	5501	3511	942
NA50	8671	5501	3511	-
NGA50	8671	5501	-	-
NA90	8671	-	-	-
NGA90	8671	-	-	-
auNA	8671.0	3503.2	2360.2	67.4
auNGA	8635.1	3475.5	1415.8	66.7
LA50	1	1	1	-
LGA50	1	1	-	-
LA90	1	-	-	-
LGA90	1	-	-	-
