Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8686	8638	7166	8624
Total length (>= 1000 bp)	8686	8638	7166	8624
Total length (>= 5000 bp)	8686	8638	7166	8624
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8686	8638	7166	8624
Total length	8686	8638	7166	8624
Reference length	8713	8713	8713	8713
GC (%)	40.71	41.34	41.03	41.36
Reference GC (%)	40.71	40.71	40.71	40.71
N50	8686	8638	7166	8624
NG50	8686	8638	7166	8624
N90	8686	8638	7166	8624
NG90	8686	8638	-	8624
auN	8686.0	8638.0	7166.0	8624.0
auNG	8659.1	8563.6	5893.7	8535.9
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	-	1
# total reads	110276	215372	216158	307723
# left	190000	190000	190000	190000
# right	190000	190000	190000	190000
Mapped (%)	324.75	95.81	96.91	27.81
Reference mapped (%)	323.7	323.7	323.7	323.7
Properly paired (%)	310.23	70.1	75.89	12.18
Reference properly paired (%)	309.13	309.13	309.13	309.13
Avg. coverage depth	10280	5788	7169	2360
Reference avg. coverage depth	10265	10265	10265	10265
Coverage >= 1x (%)	100.0	65.98	75.27	60.19
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	7	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	4	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	1
# unaligned contigs	0 + 0 part	0 + 1 part	0 + 0 part	0 + 1 part
Unaligned length	0	2820	0	7312
Genome fraction (%)	100.000	66.981	63.804	15.105
Duplication ratio	1.000	1.000	0.999	1.000
# N's per 100 kbp	0.00	0.00	22732.35	0.00
# mismatches per 100 kbp	0.00	0.00	72.22	1143.29
# indels per 100 kbp	80.59	17.19	54.16	304.88
Largest alignment	8686	5818	5539	858
Total aligned length	8686	5818	5539	1312
NA50	8686	5818	5539	-
NGA50	8686	5818	5539	-
NA90	8686	-	-	-
NGA90	8686	-	-	-
auNA	8686.0	3918.6	4281.4	97.4
auNGA	8659.1	3884.9	3521.2	96.4
LA50	1	1	1	-
LGA50	1	1	1	-
LA90	1	-	-	-
LGA90	1	-	-	-
