Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8640	8638	6406	8650
Total length (>= 1000 bp)	8640	8638	6406	8650
Total length (>= 5000 bp)	8640	8638	6406	8650
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8640	8638	6406	8650
Total length	8640	8638	6406	8650
Reference length	8671	8671	8671	8671
GC (%)	40.72	40.66	37.88	40.91
Reference GC (%)	40.72	40.72	40.72	40.72
N50	8640	8638	6406	8650
NG50	8640	8638	6406	8650
N75	8640	8638	6406	8650
NG75	8640	8638	-	8650
L50	1	1	1	1
LG50	1	1	1	1
L75	1	1	1	1
LG75	1	1	-	1
# total reads	17600	17600	17600	17600
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
Mapped (%)	99.63	99.52	28.77	92.44
Reference mapped (%)	99.62	99.62	99.62	99.62
Properly paired (%)	99.26	99.03	7.4	86.17
Reference properly paired (%)	99.25	99.25	99.25	99.25
Avg. coverage depth	506	505	186	465
Reference avg. coverage depth	505	505	505	505
Coverage >= 1x (%)	100.0	99.91	45.82	99.27
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	3
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	5	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	99.687	33.978	91.164
Duplication ratio	1.001	1.003	2.183	1.099
# N's per 100 kbp	0.00	0.00	54214.80	0.00
# mismatches per 100 kbp	34.74	383.36	818.00	1130.59
# indels per 100 kbp	92.65	92.94	68.17	190.55
Largest alignment	8640	8611	2935	7874
Total aligned length	8640	8611	2935	7874
NA50	8640	8611	-	7874
NGA50	8640	8611	-	7874
NA75	8640	8611	-	7874
NGA75	8640	8611	-	7874
LA50	1	1	-	1
LGA50	1	1	-	1
LA75	1	1	-	1
LGA75	1	1	-	1
