Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8629	8627	8449	8618
Total length (>= 1000 bp)	8629	8627	8449	8618
Total length (>= 5000 bp)	8629	8627	8449	8618
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8629	8627	8449	8618
Total length	8629	8627	8449	8618
Reference length	8647	8647	8647	8647
GC (%)	40.51	40.65	40.39	40.87
Reference GC (%)	40.51	40.51	40.51	40.51
N50	8629	8627	8449	8618
NG50	8629	8627	8449	8618
N75	8629	8627	8449	8618
NG75	8629	8627	8449	8618
L50	1	1	1	1
LG50	1	1	1	1
L75	1	1	1	1
LG75	1	1	1	1
# total reads	17600	17600	17600	17600
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
Mapped (%)	99.61	99.41	85.3	94.07
Reference mapped (%)	99.61	99.61	99.61	99.61
Properly paired (%)	99.22	98.83	72.32	88.91
Reference properly paired (%)	99.22	99.22	99.22	99.22
Avg. coverage depth	507	506	437	472
Reference avg. coverage depth	506	506	506	506
Coverage >= 1x (%)	100.0	99.92	92.16	99.87
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	5	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	98.760	89.963	97.844
Duplication ratio	1.000	1.012	1.089	1.021
# N's per 100 kbp	0.00	0.00	8474.38	0.00
# mismatches per 100 kbp	0.00	11.74	244.78	2428.33
# indels per 100 kbp	69.54	70.41	77.30	497.51
Largest alignment	8629	8522	7762	8446
Total aligned length	8629	8522	7762	8446
NA50	8629	8522	7762	8446
NGA50	8629	8522	7762	8446
NA75	8629	8522	7762	8446
NGA75	8629	8522	7762	8446
LA50	1	1	1	1
LGA50	1	1	1	1
LA75	1	1	1	1
LGA75	1	1	1	1
