Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8605	8605	8605	8608
Total length (>= 1000 bp)	8605	8605	8605	8608
Total length (>= 5000 bp)	8605	8605	8605	8608
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8605	8605	8605	8608
Total length	8605	8605	8605	8608
Reference length	8629	8629	8629	8629
GC (%)	40.59	40.58	40.59	40.61
Reference GC (%)	40.59	40.59	40.59	40.59
N50	8605	8605	8605	8608
NG50	8605	8605	8605	8608
N90	8605	8605	8605	8608
NG90	8605	8605	8605	8608
auN	8605.0	8605.0	8605.0	8608.0
auNG	8581.1	8581.1	8581.1	8587.1
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	83976	83976	83976	83996
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
Mapped (%)	414.93	414.93	414.93	414.83
Reference mapped (%)	414.16	414.16	414.16	414.16
Properly paired (%)	413.08	413.08	413.08	412.98
Reference properly paired (%)	412.31	412.31	412.31	412.31
Avg. coverage depth	10104	10104	10104	10103
Reference avg. coverage depth	10096	10096	10096	10096
Coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	100.000	100.000	100.000
Duplication ratio	1.000	1.000	1.000	1.000
# N's per 100 kbp	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	0.00	11.62	151.07	0.00
# indels per 100 kbp	58.11	58.11	58.11	46.47
Largest alignment	8605	8605	8605	8608
Total aligned length	8605	8605	8605	8608
NA50	8605	8605	8605	8608
NGA50	8605	8605	8605	8608
NA90	8605	8605	8605	8608
NGA90	8605	8605	8605	8608
auNA	8605.0	8605.0	8605.0	8608.0
auNGA	8581.1	8581.1	8581.1	8587.1
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	1	1
LGA90	1	1	1	1
