Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8728	8724	8499	8719
Total length (>= 1000 bp)	8728	8724	8499	8719
Total length (>= 5000 bp)	8728	8724	8499	8719
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8728	8724	8499	8719
Total length	8728	8724	8499	8719
Reference length	8751	8751	8751	8751
GC (%)	40.60	40.64	40.40	40.53
Reference GC (%)	40.56	40.56	40.56	40.56
N50	8728	8724	8499	8719
NG50	8728	8724	8499	8719
N90	8728	8724	8499	8719
NG90	8728	8724	8499	8719
auN	8728.0	8724.0	8499.0	8719.0
auNG	8705.1	8697.1	8254.3	8687.1
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	16909	16911	16419	16909
# left	9500	9500	9500	9500
# right	9500	9500	9500	9500
Mapped (%)	106.13	106.14	65.02	106.18
Reference mapped (%)	105.92	105.92	105.92	105.92
Properly paired (%)	101.9	101.92	32.71	101.95
Reference properly paired (%)	101.77	101.77	101.77	101.77
Avg. coverage depth	511	512	304	512
Reference avg. coverage depth	511	511	511	511
Coverage >= 1x (%)	100.0	100.0	70.98	100.0
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	7	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	99.989	100.000	71.134	100.000
Duplication ratio	1.001	1.000	1.000	0.999
# N's per 100 kbp	0.00	0.00	28379.81	0.00
# mismatches per 100 kbp	68.74	183.40	725.22	516.17
# indels per 100 kbp	217.69	103.16	64.46	103.23
Largest alignment	8728	8724	6205	8718
Total aligned length	8728	8724	6205	8718
NA50	8728	8724	6205	8718
NGA50	8728	8724	6205	8718
NA90	8728	8724	-	8718
NGA90	8728	8724	-	8718
auNA	8728.0	8724.0	4530.2	8717.0
auNGA	8705.1	8697.1	4399.7	8685.1
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	-	1
LGA90	1	1	-	1
