Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	0	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8720	8639	3001	8625
Total length (>= 1000 bp)	8720	8639	3001	8625
Total length (>= 5000 bp)	8720	8639	0	8625
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8720	8639	3001	8625
Total length	8720	8639	3001	8625
Reference length	8732	8732	8732	8732
GC (%)	40.78	41.37	43.08	41.31
Reference GC (%)	40.78	40.78	40.78	40.78
N50	8720	8639	3001	8625
NG50	8720	8639	-	8625
N75	8720	8639	3001	8625
NG75	8720	8639	-	8625
L50	1	1	1	1
LG50	1	1	-	1
L75	1	1	1	1
LG75	1	1	-	1
# total reads	19000	19000	19000	19000
# left	9500	9500	9500	9500
# right	9500	9500	9500	9500
Mapped (%)	94.53	52.55	16.41	19.59
Reference mapped (%)	94.48	94.48	94.48	94.48
Properly paired (%)	90.59	38.14	7.42	8.51
Reference properly paired (%)	90.48	90.48	90.48	90.48
Avg. coverage depth	513	280	248	102
Reference avg. coverage depth	512	512	512	512
Coverage >= 1x (%)	100.0	65.53	59.05	57.18
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	7	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	2	0
# unaligned mis. contigs	0	0	0	1
# unaligned contigs	0 + 0 part	0 + 1 part	0 + 0 part	0 + 1 part
Unaligned length	0	2861	0	7707
Genome fraction (%)	100.000	66.261	20.321	10.528
Duplication ratio	1.000	1.000	1.694	1.000
# N's per 100 kbp	0.00	0.00	40986.34	0.00
# mismatches per 100 kbp	0.00	0.00	0.00	1633.99
# indels per 100 kbp	22.94	34.61	0.00	435.73
Largest alignment	8720	5778	1772	709
Total aligned length	8720	5778	1772	918
NA50	8720	5778	1772	-
NGA50	8720	5778	-	-
NA75	8720	-	-	-
NGA75	8720	-	-	-
LA50	1	1	1	-
LGA50	1	1	-	-
LA75	1	-	-	-
LGA75	1	-	-	-
