Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8719	8722	8802	8731
Total length (>= 1000 bp)	8719	8722	8802	8731
Total length (>= 5000 bp)	8719	8722	8802	8731
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8719	8722	8802	8731
Total length	8719	8722	8802	8731
Reference length	8744	8744	8744	8744
GC (%)	40.58	40.56	40.16	40.67
Reference GC (%)	40.60	40.60	40.60	40.60
N50	8719	8722	8802	8731
NG50	8719	8722	8802	8731
N90	8719	8722	8802	8731
NG90	8719	8722	8802	8731
auN	8719.0	8722.0	8802.0	8731.0
auNG	8694.1	8700.1	8860.4	8718.0
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	115451	115354	137727	115629
# left	190000	190000	190000	190000
# right	190000	190000	190000	190000
Mapped (%)	310.57	310.93	228.99	310.09
Reference mapped (%)	309.77	309.77	309.77	309.77
Properly paired (%)	297.39	297.76	188.84	296.93
Reference properly paired (%)	296.63	296.63	296.63	296.63
Avg. coverage depth	10245	10245	8813	10242
Reference avg. coverage depth	10238	10238	10238	10238
Coverage >= 1x (%)	100.0	100.0	93.37	100.0
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	3	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	99.989	100.000	93.311	99.989
Duplication ratio	1.000	1.000	1.000	1.002
# N's per 100 kbp	0.00	0.00	8748.01	0.00
# mismatches per 100 kbp	114.69	332.57	774.34	217.62
# indels per 100 kbp	80.28	80.28	86.04	45.81
Largest alignment	8719	8720	8136	8731
Total aligned length	8719	8720	8136	8731
NA50	8719	8720	8136	8731
NGA50	8719	8720	8136	8731
NA90	8719	8720	8136	8731
NGA90	8719	8720	8136	8731
auNA	8719.0	8718.0	7520.4	8731.0
auNGA	8694.1	8696.1	7570.3	8718.0
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	1	1
LGA90	1	1	1	1
