Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8720	8720	8720	8726
Total length (>= 1000 bp)	8720	8720	8720	8726
Total length (>= 5000 bp)	8720	8720	8720	8726
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8720	8720	8720	8726
Total length	8720	8720	8720	8726
Reference length	8753	8753	8753	8753
GC (%)	40.38	40.39	40.31	40.39
Reference GC (%)	40.38	40.38	40.38	40.38
N50	8720	8720	8720	8726
NG50	8720	8720	8720	8726
N90	8720	8720	8720	8726
NG90	8720	8720	8720	8726
auN	8720.0	8720.0	8720.0	8726.0
auNG	8687.1	8687.1	8687.1	8699.1
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	105859	105859	105849	105907
# left	190000	190000	190000	190000
# right	190000	190000	190000	190000
Mapped (%)	338.79	338.79	338.83	338.64
Reference mapped (%)	337.62	337.62	337.62	337.62
Properly paired (%)	324.65	324.65	324.69	324.51
Reference properly paired (%)	323.45	323.45	323.45	323.45
Avg. coverage depth	10248	10248	10248	10247
Reference avg. coverage depth	10234	10234	10234	10234
Coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	100.000	100.000	100.000
Duplication ratio	1.000	1.000	1.000	1.001
# N's per 100 kbp	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	80.28	80.28	332.57	114.60
# indels per 100 kbp	91.74	91.74	91.74	68.76
Largest alignment	8720	8720	8720	8726
Total aligned length	8720	8720	8720	8726
NA50	8720	8720	8720	8726
NGA50	8720	8720	8720	8726
NA90	8720	8720	8720	8726
NGA90	8720	8720	8720	8726
auNA	8720.0	8720.0	8720.0	8726.0
auNGA	8687.1	8687.1	8687.1	8699.1
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	1	1
LGA90	1	1	1	1
