Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8624	8624	8623	8638
Total length (>= 1000 bp)	8624	8624	8623	8638
Total length (>= 5000 bp)	8624	8624	8623	8638
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8624	8624	8623	8638
Total length	8624	8624	8623	8638
Reference length	8639	8639	8639	8639
GC (%)	40.78	40.83	40.67	41.02
Reference GC (%)	40.78	40.78	40.78	40.78
N50	8624	8624	8623	8638
NG50	8624	8624	8623	8638
N90	8624	8624	8623	8638
NG90	8624	8624	8623	8638
auN	8624.0	8624.0	8623.0	8638.0
auNG	8609.0	8609.0	8607.0	8637.0
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	81454	81739	81472	90608
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
Mapped (%)	427.72	425.66	427.59	368.93
Reference mapped (%)	427.32	427.32	427.32	427.32
Properly paired (%)	425.74	423.13	425.59	352.68
Reference properly paired (%)	425.35	425.35	425.35	425.35
Avg. coverage depth	10086	10073	10086	9608
Reference avg. coverage depth	10077	10077	10077	10077
Coverage >= 1x (%)	100.0	100.0	100.0	99.37
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	99.849	99.988	99.849
Duplication ratio	1.000	1.000	1.000	1.002
# N's per 100 kbp	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	0.00	220.65	301.52	1089.86
# indels per 100 kbp	46.38	46.45	46.39	382.61
Largest alignment	8624	8611	8623	8625
Total aligned length	8624	8611	8623	8625
NA50	8624	8611	8623	8625
NGA50	8624	8611	8623	8625
NA90	8624	8611	8623	8625
NGA90	8624	8611	8623	8625
auNA	8624.0	8598.0	8623.0	8612.0
auNGA	8609.0	8583.1	8607.0	8611.0
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	1	1
LGA90	1	1	1	1
