Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8602	8602	8581	8605
Total length (>= 1000 bp)	8602	8602	8581	8605
Total length (>= 5000 bp)	8602	8602	8581	8605
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8602	8602	8581	8605
Total length	8602	8602	8581	8605
Reference length	8620	8620	8620	8620
GC (%)	40.04	40.04	39.79	40.05
Reference GC (%)	40.04	40.04	40.04	40.04
N50	8602	8602	8581	8605
NG50	8602	8602	8581	8605
N90	8602	8602	8581	8605
NG90	8602	8602	8581	8605
auN	8602.0	8602.0	8581.0	8605.0
auNG	8584.0	8584.0	8542.2	8590.0
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	15416	15416	15298	15418
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
Mapped (%)	113.65	113.65	109.77	113.64
Reference mapped (%)	113.54	113.54	113.54	113.54
Properly paired (%)	113.14	113.14	104.5	113.13
Reference properly paired (%)	112.95	112.95	112.95	112.95
Avg. coverage depth	508	508	485	508
Reference avg. coverage depth	507	507	507	507
Coverage >= 1x (%)	100.0	100.0	99.03	100.0
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	100.000	99.826	100.000
Duplication ratio	1.000	1.000	0.999	1.000
# N's per 100 kbp	0.00	0.00	1852.93	0.00
# mismatches per 100 kbp	0.00	0.00	23.31	92.97
# indels per 100 kbp	46.50	46.50	58.27	58.11
Largest alignment	8602	8602	8581	8605
Total aligned length	8602	8602	8581	8605
NA50	8602	8602	8581	8605
NGA50	8602	8602	8581	8605
NA90	8602	8602	8581	8605
NGA90	8602	8602	8581	8605
auNA	8602.0	8602.0	8581.0	8605.0
auNGA	8584.0	8584.0	8542.2	8590.0
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	1	1
LGA90	1	1	1	1
