Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8500	8606	8391	8606
Total length (>= 1000 bp)	8500	8606	8391	8606
Total length (>= 5000 bp)	8500	8606	8391	8606
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8500	8606	8391	8606
Total length	8500	8606	8391	8606
Reference length	8636	8636	8636	8636
GC (%)	-	40.20	39.97	40.36
Reference GC (%)	40.27	40.27	40.27	40.27
N50	8500	8606	8391	8606
NG50	8500	8606	8391	8606
N75	8500	8606	8391	8606
NG75	8500	8606	8391	8606
L50	1	1	1	1
LG50	1	1	1	1
L75	1	1	1	1
LG75	1	1	1	1
# total reads	17600	17600	17600	17600
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
Mapped (%)	0.0	99.53	89.83	99.58
Reference mapped (%)	99.58	99.58	99.58	99.58
Properly paired (%)	0.0	99.06	79.66	99.16
Reference properly paired (%)	99.16	99.16	99.16	99.16
Avg. coverage depth	0	507	465	507
Reference avg. coverage depth	507	507	507	507
Coverage >= 1x (%)	0.0	100.0	96.01	100.0
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	-	0	0	0
# misassembled contigs	-	0	0	0
Misassembled contigs length	-	0	0	0
# local misassemblies	-	0	0	0
# scaffold gap ext. mis.	-	0	0	0
# scaffold gap loc. mis.	-	0	2	0
# unaligned mis. contigs	-	0	0	0
# unaligned contigs	1 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	8500	0	0	0
Genome fraction (%)	-	99.965	94.457	100.000
Duplication ratio	-	1.000	1.032	1.000
# N's per 100 kbp	100000.00	0.00	4862.35	0.00
# mismatches per 100 kbp	-	244.13	652.07	511.33
# indels per 100 kbp	-	81.38	61.52	81.35
Largest alignment	-	8603	8138	8606
Total aligned length	-	8603	8138	8606
NA50	-	8603	8138	8606
NGA50	-	8603	8138	8606
NA75	-	8603	8138	8606
NGA75	-	8603	8138	8606
LA50	-	1	1	1
LGA50	-	1	1	1
LA75	-	1	1	1
LGA75	-	1	1	1
