Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	0	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8720	8641	3002	8625
Total length (>= 1000 bp)	8720	8641	3002	8625
Total length (>= 5000 bp)	8720	8641	0	8625
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8720	8641	3002	8625
Total length	8720	8641	3002	8625
Reference length	8732	8732	8732	8732
GC (%)	40.75	41.29	43.75	41.34
Reference GC (%)	40.75	40.75	40.75	40.75
N50	8720	8641	3002	8625
NG50	8720	8641	-	8625
N75	8720	8641	3002	8625
NG75	8720	8641	-	8625
L50	1	1	1	1
LG50	1	1	-	1
L75	1	1	1	1
LG75	1	1	-	1
# total reads	380000	380000	380000	380000
# left	190000	190000	190000	190000
# right	190000	190000	190000	190000
Mapped (%)	94.48	54.04	14.64	22.44
Reference mapped (%)	94.48	94.48	94.48	94.48
Properly paired (%)	90.49	39.49	6.35	9.78
Reference properly paired (%)	90.49	90.49	90.49	90.49
Avg. coverage depth	10263	5760	4480	2357
Reference avg. coverage depth	10259	10259	10259	10259
Coverage >= 1x (%)	100.0	65.79	50.87	59.97
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	7	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	1	0
# unaligned mis. contigs	0	0	0	1
# unaligned contigs	0 + 0 part	0 + 1 part	0 + 0 part	0 + 1 part
Unaligned length	0	2818	0	7270
Genome fraction (%)	100.000	66.774	17.502	15.541
Duplication ratio	1.000	1.000	1.967	1.000
# N's per 100 kbp	0.00	0.00	49133.91	0.00
# mismatches per 100 kbp	22.94	137.41	131.06	1476.01
# indels per 100 kbp	34.41	17.18	65.53	295.20
Largest alignment	8720	5823	1527	862
Total aligned length	8720	5823	1527	1355
NA50	8720	5823	1527	-
NGA50	8720	5823	-	-
NA75	8720	-	-	-
NGA75	8720	-	-	-
LA50	1	1	1	-
LGA50	1	1	-	-
LA75	1	-	-	-
LGA75	1	-	-	-
