Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8603	8606	8612	8630
Total length (>= 1000 bp)	8603	8606	8612	8630
Total length (>= 5000 bp)	8603	8606	8612	8630
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8603	8606	8612	8630
Total length	8603	8606	8612	8630
Reference length	8639	8639	8639	8639
GC (%)	40.28	40.33	39.93	40.25
Reference GC (%)	40.26	40.26	40.26	40.26
N50	8603	8606	8612	8630
NG50	8603	8606	8612	8630
N75	8603	8606	8612	8630
NG75	8603	8606	8612	8630
L50	1	1	1	1
LG50	1	1	1	1
L75	1	1	1	1
LG75	1	1	1	1
# total reads	350000	350000	350000	350000
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
Mapped (%)	99.5	99.49	84.97	99.5
Reference mapped (%)	99.5	99.5	99.5	99.5
Properly paired (%)	99.0	98.98	71.35	99.0
Reference properly paired (%)	99.0	99.0	99.0	99.0
Avg. coverage depth	10081	10080	8517	10077
Reference avg. coverage depth	10075	10075	10075	10075
Coverage >= 1x (%)	100.0	100.0	90.73	100.0
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	3	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	100.000	90.664	100.000
Duplication ratio	1.000	1.001	1.104	1.003
# N's per 100 kbp	0.00	0.00	10264.75	0.00
# mismatches per 100 kbp	0.00	418.56	1731.21	11.63
# indels per 100 kbp	116.27	104.64	76.94	34.88
Largest alignment	8603	8606	7809	8630
Total aligned length	8603	8606	7809	8630
NA50	8603	8606	7809	8630
NGA50	8603	8606	7809	8630
NA75	8603	8606	7809	8630
NGA75	8603	8606	7809	8630
LA50	1	1	1	1
LGA50	1	1	1	1
LA75	1	1	1	1
LGA75	1	1	1	1
