Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8595	8574	8551	8634
Total length (>= 1000 bp)	8595	8574	8551	8634
Total length (>= 5000 bp)	8595	8574	8551	8634
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8595	8574	8551	8634
Total length	8595	8574	8551	8634
Reference length	8637	8637	8637	8637
GC (%)	40.27	40.14	40.21	40.76
Reference GC (%)	40.27	40.27	40.27	40.27
N50	8595	8574	8551	8634
NG50	8595	8574	8551	8634
N90	8595	8574	8551	8634
NG90	8595	8574	8551	8634
auN	8595.0	8574.0	8551.0	8634.0
auNG	8553.2	8511.5	8465.9	8631.0
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	94001	95315	119944	107514
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
Mapped (%)	367.38	360.02	249.98	298.03
Reference mapped (%)	365.54	365.54	365.54	365.54
Properly paired (%)	362.43	352.83	208.42	274.82
Reference properly paired (%)	360.6	360.6	360.6	360.6
Avg. coverage depth	10012	9938	8615	9166
Reference avg. coverage depth	9991	9991	9991	9991
Coverage >= 1x (%)	100.0	99.93	93.87	99.77
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	3	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	99.453	94.399	98.451
Duplication ratio	1.001	0.998	1.001	1.005
# N's per 100 kbp	0.00	0.00	7168.75	0.00
# mismatches per 100 kbp	23.27	422.19	1552.87	1458.65
# indels per 100 kbp	93.08	93.82	86.27	435.24
Largest alignment	8595	8527	8114	8501
Total aligned length	8595	8527	8114	8501
NA50	8595	8527	8114	8501
NGA50	8595	8527	8114	8501
NA90	8595	8527	8114	8501
NGA90	8595	8527	8114	8501
auNA	8595.0	8480.3	7699.3	8370.0
auNGA	8553.2	8418.4	7622.7	8367.1
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	1	1
LGA90	1	1	1	1
