Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8629	8638	8636	8641
Total length (>= 1000 bp)	8629	8638	8636	8641
Total length (>= 5000 bp)	8629	8638	8636	8641
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8629	8638	8636	8641
Total length	8629	8638	8636	8641
Reference length	8638	8638	8638	8638
GC (%)	40.87	40.82	40.78	41.19
Reference GC (%)	40.77	40.77	40.77	40.77
N50	8629	8638	8636	8641
NG50	8629	8638	8636	8641
N75	8629	8638	8636	8641
NG75	8629	8638	8636	8641
L50	1	1	1	1
LG50	1	1	1	1
L75	1	1	1	1
LG75	1	1	1	1
# total reads	17600	17600	17600	17600
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
Mapped (%)	99.65	99.47	99.65	94.94
Reference mapped (%)	99.65	99.65	99.65	99.65
Properly paired (%)	99.31	98.94	99.31	90.45
Reference properly paired (%)	99.31	99.31	99.31	99.31
Avg. coverage depth	506	506	507	479
Reference avg. coverage depth	507	507	507	507
Coverage >= 1x (%)	100.0	99.91	100.0	99.27
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	1
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	99.687	99.977	97.465
Duplication ratio	0.999	1.003	1.000	1.026
# N's per 100 kbp	0.00	0.00	11.58	0.00
# mismatches per 100 kbp	0.00	162.58	0.00	1496.61
# indels per 100 kbp	23.15	0.00	0.00	237.56
Largest alignment	8629	8611	8636	8430
Total aligned length	8629	8611	8636	8430
NA50	8629	8611	8636	8430
NGA50	8629	8611	8636	8430
NA75	8629	8611	8636	8430
NGA75	8629	8611	8636	8430
LA50	1	1	1	1
LGA50	1	1	1	1
LA75	1	1	1	1
LGA75	1	1	1	1
