Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8638	8638	8638	8641
Total length (>= 1000 bp)	8638	8638	8638	8641
Total length (>= 5000 bp)	8638	8638	8638	8641
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8638	8638	8638	8641
Total length	8638	8638	8638	8641
Reference length	8665	8665	8665	8665
GC (%)	40.80	40.80	40.78	41.12
Reference GC (%)	40.80	40.80	40.80	40.80
N50	8638	8638	8638	8641
NG50	8638	8638	8638	8641
N75	8638	8638	8638	8641
NG75	8638	8638	8638	8641
L50	1	1	1	1
LG50	1	1	1	1
L75	1	1	1	1
LG75	1	1	1	1
# total reads	350000	350000	350000	350000
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
Mapped (%)	99.6	99.6	99.64	95.83
Reference mapped (%)	99.6	99.6	99.6	99.6
Properly paired (%)	99.2	99.2	99.28	91.97
Reference properly paired (%)	99.2	99.2	99.2	99.2
Avg. coverage depth	10076	10076	10070	9625
Reference avg. coverage depth	10066	10066	10066	10066
Coverage >= 1x (%)	100.0	100.0	100.0	99.35
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	100.000	100.000	99.687
Duplication ratio	1.000	1.000	1.000	1.003
# N's per 100 kbp	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	0.00	23.15	92.61	1312.27
# indels per 100 kbp	92.61	92.61	104.19	325.17
Largest alignment	8638	8638	8632	8622
Total aligned length	8638	8638	8632	8622
NA50	8638	8638	8632	8622
NGA50	8638	8638	8632	8622
NA75	8638	8638	8632	8622
NGA75	8638	8638	8632	8622
LA50	1	1	1	1
LGA50	1	1	1	1
LA75	1	1	1	1
LGA75	1	1	1	1
