Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8614	8614	8614	8636
Total length (>= 1000 bp)	8614	8614	8614	8636
Total length (>= 5000 bp)	8614	8614	8614	8636
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8614	8614	8614	8636
Total length	8614	8614	8614	8636
Reference length	8632	8632	8632	8632
GC (%)	40.74	40.78	40.74	40.98
Reference GC (%)	40.74	40.74	40.74	40.74
N50	8614	8614	8614	8636
NG50	8614	8614	8614	8636
N90	8614	8614	8614	8636
NG90	8614	8614	8614	8636
auN	8614.0	8614.0	8614.0	8636.0
auNG	8596.0	8596.0	8596.0	8640.0
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	78009	78072	78009	82344
# left	175000	175000	175000	175000
# right	175000	175000	175000	175000
Mapped (%)	446.48	445.98	446.48	414.6
Reference mapped (%)	446.16	446.16	446.16	446.16
Properly paired (%)	444.29	443.66	444.29	404.16
Reference properly paired (%)	443.98	443.98	443.98	443.98
Avg. coverage depth	10098	10096	10098	9822
Reference avg. coverage depth	10088	10088	10088	10088
Coverage >= 1x (%)	100.0	100.0	100.0	100.0
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	100.000	100.000	98.851
Duplication ratio	1.000	1.000	1.000	1.003
# N's per 100 kbp	0.00	0.00	0.00	0.00
# mismatches per 100 kbp	0.00	58.05	0.00	550.54
# indels per 100 kbp	34.83	34.83	34.83	433.41
Largest alignment	8614	8614	8614	8537
Total aligned length	8614	8614	8614	8537
NA50	8614	8614	8614	8537
NGA50	8614	8614	8614	8537
NA90	8614	8614	8614	8537
NGA90	8614	8614	8614	8537
auNA	8614.0	8614.0	8614.0	8439.1
auNGA	8596.0	8596.0	8596.0	8443.0
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	1	1
LGA90	1	1	1	1
