Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8686	8638	7169	8624
Total length (>= 1000 bp)	8686	8638	7169	8624
Total length (>= 5000 bp)	8686	8638	7169	8624
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8686	8638	7169	8624
Total length	8686	8638	7169	8624
Reference length	8707	8707	8707	8707
GC (%)	40.70	41.31	40.98	41.36
Reference GC (%)	40.70	40.70	40.70	40.70
N50	8686	8638	7169	8624
NG50	8686	8638	7169	8624
N90	8686	8638	7169	8624
NG90	8686	8638	-	8624
auN	8686.0	8638.0	7169.0	8624.0
auNG	8665.1	8569.5	5902.7	8541.8
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	-	1
# total reads	103865	210126	209800	292186
# left	190000	190000	190000	190000
# right	190000	190000	190000	190000
Mapped (%)	345.14	98.65	100.4	34.71
Reference mapped (%)	344.65	344.65	344.65	344.65
Properly paired (%)	329.68	72.07	78.77	15.29
Reference properly paired (%)	329.22	329.22	329.22	329.22
Avg. coverage depth	10291	5813	7211	2774
Reference avg. coverage depth	10283	10283	10283	10283
Coverage >= 1x (%)	100.0	65.93	75.34	60.17
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	7	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	4	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	1
# unaligned contigs	0 + 0 part	0 + 1 part	0 + 0 part	0 + 1 part
Unaligned length	0	2803	0	7126
Genome fraction (%)	100.000	67.177	63.850	17.235
Duplication ratio	1.000	1.000	1.000	1.001
# N's per 100 kbp	0.00	0.00	22639.14	0.00
# mismatches per 100 kbp	0.00	0.00	0.00	1201.60
# indels per 100 kbp	69.08	68.55	72.12	333.78
Largest alignment	8686	5835	5546	858
Total aligned length	8686	5835	5546	1498
NA50	8686	5835	5546	-
NGA50	8686	5835	5546	-
NA90	8686	-	-	-
NGA90	8686	-	-	-
auNA	8686.0	3941.6	4290.4	101.2
auNGA	8665.1	3910.3	3532.6	100.3
LA50	1	1	1	-
LGA50	1	1	1	-
LA90	1	-	-	-
LGA90	1	-	-	-
