Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8610	8605	8605	8602
Total length (>= 1000 bp)	8610	8605	8605	8602
Total length (>= 5000 bp)	8610	8605	8605	8602
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8610	8605	8605	8602
Total length	8610	8605	8605	8602
Reference length	8623	8623	8623	8623
GC (%)	40.53	40.43	40.32	40.46
Reference GC (%)	40.47	40.47	40.47	40.47
N50	8610	8605	8605	8602
NG50	8610	8605	8605	8602
N90	8610	8605	8605	8602
NG90	8610	8605	8605	8602
auN	8610.0	8605.0	8605.0	8602.0
auNG	8597.0	8587.0	8587.0	8581.1
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	1	1
# total reads	15524	15522	15317	15523
# left	8800	8800	8800	8800
# right	8800	8800	8800	8800
Mapped (%)	112.87	112.88	106.67	112.88
Reference mapped (%)	112.86	112.86	112.86	112.86
Properly paired (%)	112.37	112.38	98.44	112.38
Reference properly paired (%)	112.35	112.35	112.35	112.35
Avg. coverage depth	507	507	470	507
Reference avg. coverage depth	507	507	507	507
Coverage >= 1x (%)	100.0	100.0	95.98	100.0
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	0	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	1	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	0
# unaligned contigs	0 + 0 part	0 + 0 part	0 + 0 part	0 + 0 part
Unaligned length	0	0	0	0
Genome fraction (%)	100.000	100.000	96.919	100.000
Duplication ratio	1.001	1.000	1.000	1.000
# N's per 100 kbp	0.00	0.00	4183.61	0.00
# mismatches per 100 kbp	46.46	104.59	467.63	674.26
# indels per 100 kbp	127.76	58.11	59.95	93.00
Largest alignment	8610	8605	8340	8602
Total aligned length	8610	8605	8340	8602
NA50	8610	8605	8340	8602
NGA50	8610	8605	8340	8602
NA90	8610	8605	8340	8602
NGA90	8610	8605	8340	8602
auNA	8610.0	8605.0	8083.2	8602.0
auNGA	8597.0	8587.0	8066.3	8581.1
LA50	1	1	1	1
LGA50	1	1	1	1
LA90	1	1	1	1
LGA90	1	1	1	1
