Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	0	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8683	8635	4608	8624
Total length (>= 1000 bp)	8683	8635	4608	8624
Total length (>= 5000 bp)	8683	8635	0	8624
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8683	8635	4608	8624
Total length	8683	8635	4608	8624
Reference length	8716	8716	8716	8716
GC (%)	40.63	41.23	39.57	41.26
Reference GC (%)	40.60	40.60	40.60	40.60
N50	8683	8635	4608	8624
NG50	8683	8635	4608	8624
N90	8683	8635	4608	8624
NG90	8683	8635	-	8624
auN	8683.0	8635.0	4608.0	8624.0
auNG	8650.1	8554.8	2436.2	8533.0
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	-	1
# total reads	16852	17160	17727	18218
# left	9500	9500	9500	9500
# right	9500	9500	9500	9500
Mapped (%)	106.57	58.41	42.96	17.11
Reference mapped (%)	106.48	106.48	106.48	106.48
Properly paired (%)	101.79	42.7	34.02	7.21
Reference properly paired (%)	101.71	101.71	101.71	101.71
Avg. coverage depth	515	281	400	85
Reference avg. coverage depth	514	514	514	514
Coverage >= 1x (%)	100.0	64.85	88.59	53.26
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	7	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	3	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	1
# unaligned contigs	0 + 0 part	0 + 1 part	0 + 0 part	0 + 1 part
Unaligned length	0	2883	0	7691
Genome fraction (%)	100.000	66.244	47.021	10.741
Duplication ratio	1.001	1.001	1.000	1.001
# N's per 100 kbp	0.00	0.00	13953.99	0.00
# mismatches per 100 kbp	0.00	121.70	1028.91	3001.07
# indels per 100 kbp	92.13	52.16	49.00	535.91
Largest alignment	8683	5752	4082	709
Total aligned length	8683	5752	4082	933
NA50	8683	5752	4082	-
NGA50	8683	5752	-	-
NA90	8683	-	-	-
NGA90	8683	-	-	-
auNA	8683.0	3831.6	3616.0	64.1
auNGA	8650.1	3796.0	1911.7	63.4
LA50	1	1	1	-
LGA50	1	1	-	-
LA90	1	-	-	-
LGA90	1	-	-	-
