Assembly	shiver_genome	smaltalign_genome	viralngs_genome	vpipe_genome
# contigs (>= 0 bp)	1	1	1	1
# contigs (>= 1000 bp)	1	1	1	1
# contigs (>= 5000 bp)	1	1	1	1
# contigs (>= 10000 bp)	0	0	0	0
# contigs (>= 25000 bp)	0	0	0	0
# contigs (>= 50000 bp)	0	0	0	0
Total length (>= 0 bp)	8683	8635	5219	8624
Total length (>= 1000 bp)	8683	8635	5219	8624
Total length (>= 5000 bp)	8683	8635	5219	8624
Total length (>= 10000 bp)	0	0	0	0
Total length (>= 25000 bp)	0	0	0	0
Total length (>= 50000 bp)	0	0	0	0
# contigs	1	1	1	1
Largest contig	8683	8635	5219	8624
Total length	8683	8635	5219	8624
Reference length	8728	8728	8728	8728
GC (%)	40.46	41.37	39.68	41.27
Reference GC (%)	40.45	40.45	40.45	40.45
N50	8683	8635	5219	8624
NG50	8683	8635	5219	8624
N90	8683	8635	5219	8624
NG90	8683	8635	-	8624
auN	8683.0	8635.0	5219.0	8624.0
auNG	8638.2	8543.0	3120.8	8521.2
L50	1	1	1	1
LG50	1	1	1	1
L90	1	1	1	1
LG90	1	1	-	1
# total reads	112753	222906	255236	324584
# left	190000	190000	190000	190000
# right	190000	190000	190000	190000
Mapped (%)	317.74	88.47	59.79	20.64
Reference mapped (%)	316.7	316.7	316.7	316.7
Properly paired (%)	303.72	63.89	34.53	8.02
Reference properly paired (%)	302.73	302.73	302.73	302.73
Avg. coverage depth	10277	5583	7131	1840
Reference avg. coverage depth	10263	10263	10263	10263
Coverage >= 1x (%)	100.0	61.54	77.68	56.71
Reference coverage >= 1x (%)	100.0	100.0	100.0	100.0
# misassemblies	0	0	0	0
# misassembled contigs	0	0	0	0
Misassembled contigs length	0	0	0	0
# local misassemblies	0	5	0	0
# scaffold gap ext. mis.	0	0	0	0
# scaffold gap loc. mis.	0	0	4	0
# structural variations	0	0	0	0
# unaligned mis. contigs	0	0	0	1
# unaligned contigs	0 + 0 part	0 + 1 part	0 + 0 part	0 + 1 part
Unaligned length	0	3218	0	7603
Genome fraction (%)	99.965	62.393	48.295	11.760
Duplication ratio	1.000	1.000	1.000	1.000
# N's per 100 kbp	0.00	0.00	19543.97	0.00
# mismatches per 100 kbp	11.52	221.52	1264.01	1958.86
# indels per 100 kbp	149.77	166.14	166.94	587.66
Largest alignment	8680	5417	4193	813
Total aligned length	8680	5417	4193	1021
NA50	8680	5417	4193	-
NGA50	8680	5417	-	-
NA90	8680	-	-	-
NGA90	8680	-	-	-
auNA	8677.0	3398.3	3368.7	81.7
auNGA	8632.3	3362.0	2014.4	80.7
LA50	1	1	1	-
LGA50	1	1	-	-
LA90	1	-	-	-
LGA90	1	-	-	-
